醫事機構代碼,醫事機構名稱,特約類別,電話,地址
5943081137,九如藥局,藥局,08-7397777,屏東縣九如鄉東寧村九如路二段２３０號
5943081100,東寧藥局,藥局,08-7394122,屏東縣九如鄉東寧村東寧路１８０號
3543081128,周長興診所,診所,08-7393181,屏東縣九如鄉東寧路１８２號
3743081060,維新牙醫診所,診所,08-7395648,屏東縣九如鄉維新街１４２之３號
2343260017,屏東縣三地門鄉衛生所,診所,08-7991284,屏東縣三地門鄉三地村行政街４號
3543261064,宋金峰家庭醫學科診所,診所,08-7964993,屏東縣三地門鄉青山村民族巷５２號
7543260516,三地門鄉衛生所附設居家護理,居家護理,08-7991284,屏東縣三地鄉三地村行政街４號
3543131525,中山診所,診所,08-7709798,屏東縣內埔鄉中林路３６號
5943130082,健林藥局,藥局,08-7790635,屏東縣內埔鄉中興路１５７號
5943130064,長生藥局,藥局,08-7792121,屏東縣內埔鄉仁和路７號
3543131534,恆美皮膚專科診所,診所,08-7795995,屏東縣內埔鄉內田村２８鄰德美路２１８號
3743130031,健芳牙醫診所,診所,08-7790750,屏東縣內埔鄉內田村廣濟路１２３號
5943131427,佳安藥局,藥局,08-7782938,屏東縣內埔鄉內田村廣濟路１４３號
3543130420,蕭文熙診所,診所,08-7692999,屏東縣內埔鄉內田村廣濟路１４９號
3743130102,建男牙醫診所,診所,08-7692193,屏東縣內埔鄉內田村廣濟路１９９號
3543131561,國興診所,診所,08-7780696,屏東縣內埔鄉內田村廣濟路１號
3543131463,陳耳鼻喉科診所,診所,08-7788959,屏東縣內埔鄉內田村廣濟路２２９號
3743130013,邱牙醫診所,診所,08-7795075,屏東縣內埔鄉內田村廣濟路２５１號
5943131392,內田藥局,藥局,08-7692222,屏東縣內埔鄉內田村廣濟路２５５號
3543130206,昭仁診所,診所,08-7782312,屏東縣內埔鄉內田村廣濟路２５７號
5943131436,東東藥局,藥局,08-7780183,屏東縣內埔鄉內田村廣濟路４９號
3543130386,李宗仁診所,診所,08-7786505,屏東縣內埔鄉內田村廣濟路５１號
3543131552,大同耳鼻喉科診所,診所,08-.7693199,屏東縣內埔鄉內田村學人路６９１號
3543130162,張文義診所,診所,08-7783966,屏東縣內埔鄉內田村學人路７０９號
3743130086,中興牙醫診所,診所,08-7792197,屏東縣內埔鄉內埔村中興路１３７號
2343130014,屏東縣內埔鄉衛生所,診所,08-7792414,屏東縣內埔鄉內埔村中興路１９１號
3743130022,國泰牙醫診所,診所,08-7781968,屏東縣內埔鄉內埔村文化路２１７號
5943131365,內埔藥師藥局文化店,藥局,08-7693929,屏東縣內埔鄉內埔村文化路３８２號
3543130019,內埔診所,診所,08-7791633,屏東縣內埔鄉內埔村清華路１７號
3543130126,瑞富診所,診所,08-7792486,屏東縣內埔鄉內埔村廣濟路１８５號
3543130242,聲儒診所,診所,08-7780269,屏東縣內埔鄉內埔村廣濟路４０號
3543131589,茂山家醫科診所,診所,08-7785550,屏東縣內埔鄉老埤村壽比路１７４號
3543130037,曹仁診所,診所,08-7791605,屏東縣內埔鄉老埤村壽比路２２１號
3743131145,外鐘牙醫診所,診所,08-7788661,屏東縣內埔鄉老埤村壽比路２２３號
3843131138,仁美中醫診所,診所,08-7793345,屏東縣內埔鄉和興村學人路７０６號
5943130055,和安藥局,藥局,08-7792647,屏東縣內埔鄉東勢村嘉應路２７－１號
3543131570,德埔診所,診所,08-7785156,屏東縣內埔鄉東寧村平昌街７號
3543130171,博仁診所,診所,08-7797999,屏東縣內埔鄉東寧村南寧路１３７號
3543130260,聖仁骨科診所,診所,08-7792321,屏東縣內埔鄉東寧村南寧路１５５號
3843131129,平安中醫診所,診所,08-7693116,屏東縣內埔鄉東寧村南寧路１９６號
5943130260,內埔藥師藥局,藥局,08-7788919,屏東縣內埔鄉東寧村南寧路２號
5943130153,日商藥局,藥局,08-7786395,屏東縣內埔鄉東寧里南寧路１７７號
3543130279,慈明眼科診所,診所,08-7785876,屏東縣內埔鄉南寧路１７３號
3843130079,銓泰中醫診所,診所,08-7790095,屏東縣內埔鄉南寧路２０９號
2643131026,屏東榮譽國民之家附設醫務室,診所,08-7701621,屏東縣內埔鄉建興村建興路１００號
1143130019,佑青醫療財團法人佑青醫院,地區醫院,08-7705115,屏東縣內埔鄉建興村建興路２１８巷１９號
7243130517,美和學校財團法人美和科技大學附設居家護理所,居家護理,08-7799821,屏東縣內埔鄉美和村屏光路２３號
3543130359,新北勢診所,診所,08-7782182,屏東縣內埔鄉新東路３６３號
3543130340,鍾眼科診所,診所,08-7787347,屏東縣內埔鄉廣濟路４３號
3843130051,內埔中醫診所,診所,08-7797529,屏東縣內埔鄉學人路７２９號
3543130377,睿洋診所,診所,08-7702965,屏東縣內埔鄉龍泉村中勝路３９５號
3843131101,德生中醫診所,診所,08-7708055,屏東縣內埔鄉龍泉村必勝路１７號
3743131118,龍泉牙醫診所,診所,08-7709476,屏東縣內埔鄉龍泉村原勝路１２１號
3543130224,尤裕群診所,診所,08-7704386,屏東縣內埔鄉龍潭村昭勝路２０９號
3743130095,全民牙醫診所,診所,08-7703499,屏東縣內埔鄉龍潭村昭勝路67號
0643130018,高雄榮民總醫院屏東分院,地區醫院,08-7704115,屏東縣內埔鄉龍潭村昭勝路安平一巷１號
7543130513,高雄榮民總醫院屏東分院附設居家護理,居家護理,08-7704115,屏東縣內埔鄉龍潭村昭勝路安平一巷１號
2343140010,屏東縣竹田鄉衛生所,診所,08-7712434,屏東縣竹田鄉竹田村中山路２５號
3743140528,誼安牙醫診所,診所,08-7712011,屏東縣竹田鄉竹田村中正路１６７－１號
3543140033,瑞昌診所,診所,08-7712139,屏東縣竹田鄉竹田村自強路６５號
5943140015,新健安藥局,藥局,08-7710789,屏東縣竹田鄉竹田村自強路６６－３號
3543141110,安田診所,診所,08-7712870,屏東縣竹田鄉自強路２０６巷１３號
3543141135,林茂謙診所,診所,08-7786387,屏東縣竹田鄉西勢村龍門路１９２號
3543141147,大禾田診所,診所,08-7788096,屏東縣竹田鄉西勢村龍門路６８之２號
7443140026,莘翊居家護理所,居家護理,08-7711389,屏東縣竹田鄉糶糴村振福路３５-１號１樓
2343330014,屏東縣牡丹鄉衛生所,診所,08-8831013,屏東縣牡丹鄉石門村１９號
3743230518,坪林牙醫診所,診所,08-8825400,屏東縣車城鄉中山路福與村４２號之１
3543230023,車城診所,診所,08-8824282,屏東縣車城鄉保力村褒忠路88號之1
2343230019,屏東縣車城鄉衛生所,診所,08-8821300,屏東縣車城鄉福安村福安路２之３０號
3543231075,福安診所,診所,08-8825575,屏東縣車城鄉福興村中山路４０號
5943231048,車城藥局,藥局,08-8825329,屏東縣車城鄉福興村中山路４２號
2343090015,屏東縣里港鄉衛生所,診所,08-7751711,屏東縣里港鄉大平村中山路１０３１號
3543091213,普生診所,診所,08-7751188,屏東縣里港鄉大平村中山路３５號
3743090014,五福牙醫診所,診所,08-7752071,屏東縣里港鄉大平村中山路６７號
3843091059,聖德昌中醫診所,診所,08-7757998,屏東縣里港鄉中山路１０２號
5943091160,里港寶康藥局,藥局,08-7721189,屏東縣里港鄉仁和路２４號
3543091151,黃柏韶診所,診所,08-7720801,屏東縣里港鄉太平村里港路２９號
3543090136,沈正華診所,診所,08-7752474,屏東縣里港鄉永春村中山路９４號
5943090029,亞洲藥局,藥局,08-7752938,屏東縣里港鄉永春路８號
5943091151,祥安藥局,藥局,08-7757652,屏東縣里港鄉玉田村玉田路６３－２號
3543090127,徐秉瑋眼科診所,診所,08-7759076,屏東縣里港鄉里港路２５號
3543090038,溫富全診所,診所,08-7752283,屏東縣里港鄉春林村永春路６７號
3743090032,健元牙醫診所,診所,08-7757180,屏東縣里港鄉春林村里港路１５、１７號
3543091204,紀宏彬耳鼻喉科診所,診所,08-7721658,屏東縣里港鄉春林村里港路３７號
3743090023,九如牙醫診所,診所,08-7750956,屏東縣里港鄉春林村里港路８２號
3543090092,文章診所,診所,08-7757077,屏東縣里港鄉春林村里港路８７號
2343210017,屏東縣佳冬鄉衛生所,診所,08-8662018,屏東縣佳冬鄉六根村佳和路８７－１號
3843211024,張世材中醫診所,診所,08-8665665,屏東縣佳冬鄉石光村中山路１５０號
3543210067,林子銘診所,診所,08-8668615,屏東縣佳冬鄉石光村中山路１５４之４號
3543210049,忠仁診所,診所,08-8669908,屏東縣佳冬鄉石光村東角路２６－５號
3543211073,大佳診所,診所,08-8666680,屏東縣佳冬鄉佳冬村佳和路98-6號
3543211082,佳和診所,診所,08-.8660445,屏東縣佳冬鄉佳冬村佳和路98之1號
3443210029,佳冬鄉農會附設診所,診所,08-8664279,屏東縣佳冬鄉佳冬村佳和路六十四號
3543211091,胡家醫診所,診所,08-8669208,屏東縣佳冬鄉佳冬村佳昌路６號
3843210018,同德中醫診所,診所,08-8660507,屏東縣佳冬鄉羌光路１－６２號
5943210021,耀勝藥局,藥局,08-8663296,屏東縣佳冬鄉羌園村羌光路３－２號
3543300011,王福祥診所,診所,08-7851859,屏東縣來義鄉古樓村中正路１３４號
3743300015,家和牙醫診所,診所,08-7850204,屏東縣來義鄉古樓村中正路２之３號
3543301081,樂芙健康診所,診所,08-7850821,屏東縣來義鄉古樓村中正路４２號
2343300016,屏東縣來義鄉衛生所,診所,08-7850103,屏東縣來義鄉古樓村中正路９０號
2343250011,屏東縣枋山鄉衛生所,診所,08-8761150,屏東縣枋山鄉枋山村枋山路９８號
3543250025,郭仲義診所,診所,08-8772088,屏東縣枋山鄉善餘村楓港德隆路３５號
5943251068,莊淳溢藥局,藥局,08-8771836,屏東縣枋山鄉善餘村德隆路35-1號
3543251139,楓港診所,診所,08-8771145,屏東縣枋山鄉德隆路１３７號
3543160017,芳源中興診所,診所,08-8712567,屏東縣枋寮鄉人和村中華路１１號
3743160057,建安牙醫診所,診所,08-8788613,屏東縣枋寮鄉中山路１０６號
5943160017,仁慧藥局,藥局,08-8780472,屏東縣枋寮鄉中山路１８１號
3843161047,崇益中醫診所,診所,08-8780351,屏東縣枋寮鄉中山路２４６５號
3543160204,新光眼科診所,診所,08-8783366,屏東縣枋寮鄉中山路２４８－３號
5943161130,新鴻藥局,藥局,08-8783321,屏東縣枋寮鄉中山路３１１號
3543160222,迦美診所,診所,08-8782900,屏東縣枋寮鄉中山路３２７號
3843161056,惠鳴中醫診所,診所,08-8717166,屏東縣枋寮鄉中山路二段２５０號
3743161081,眾華牙醫診所,診所,08-8710205,屏東縣枋寮鄉中華路２００號
5943161078,健人連鎖藥局水底寮分店,藥局,08-8716828,屏東縣枋寮鄉中華路２６５號
3543160071,紀內兒科診所,診所,08-8713359,屏東縣枋寮鄉天時村中華路４１２號
3543160106,李澤林家庭醫學科診所,診所,08-8712670,屏東縣枋寮鄉地利村中華路２６１號
3843160031,德安中醫診所,診所,08-8710350,屏東縣枋寮鄉地利村成功路２８號
5943160035,隆山藥局,藥局,08-8785700,屏東縣枋寮鄉安樂村中山路１１５－２號
5943161121,永明藥局,藥局,08-8781481,屏東縣枋寮鄉安樂村中山路１１９－１號
0943160012,枋寮醫療社團法人枋寮醫院,地區醫院,08-8789991,屏東縣枋寮鄉安樂村中山路１３９號
3543160179,楊榮總診所,診所,08-8782666,屏東縣枋寮鄉安樂村中山路１５７號
5943160026,吉村藥局,藥局,08-8781593,屏東縣枋寮鄉安樂村中山路８５號
3743160020,明新牙醫診所,診所,08-8783254,屏東縣枋寮鄉枋寮村中山路２２９號
3743160011,王勝志牙醫診所,診所,08-8782349,屏東縣枋寮鄉枋寮村德興街８３號
2343160012,屏東縣枋寮鄉衛生所,診所,08-8782940,屏東縣枋寮鄉枋寮村德興路７７號
3743161072,建興牙醫診所,診所,08-8710742,屏東縣枋寮鄉勝利路５６號
3743160048,顏牙醫診所,診所,08-8780896,屏東縣枋寮鄉隆山村中山路１７６號
9443030063,標準醫事檢驗所,檢驗所,08-8323227,屏東縣東港鎮中山路１００－１號
3743030081,健銘牙醫診所,診所,08-8324439,屏東縣東港鎮中山路１２７之２號
3543030345,港明眼科診所,診所,08-8338672,屏東縣東港鎮中山路１６－１號
3543030283,東霖耳鼻喉科診所,診所,08-8326000,屏東縣東港鎮中山路１之３號
5943031575,祐德健保藥局,藥局,08-8325995,屏東縣東港鎮中山路１號
3543031440,新仁愛診所,診所,08-8322622,屏東縣東港鎮中山路２３號
3543030381,李宗勳皮膚科診所,診所,08-8351283,屏東縣東港鎮中山路2-8號
3543031468,蔡清鄉診所,診所,08-8322475,屏東縣東港鎮中山路５０號
5943030103,保生藥局,藥局,08-8322818,屏東縣東港鎮中山路５６號
5943031619,健人藥局,藥局,08-8333828,屏東縣東港鎮中正路１４２號
3543031619,正輝耳鼻喉科診所,診所,08-8353183,屏東縣東港鎮中正路１５９號
3843031231,黃耆中醫診所,診所,08-.8336660,屏東縣東港鎮中正路１段３３２號
3743031113,明昌牙醫診所,診所,08-8311328,屏東縣東港鎮中正路２３３號
5943030014,建源藥局,藥局,08-8322569,屏東縣東港鎮中正路６１號
5943031495,東華藥局,藥局,08-8322616,屏東縣東港鎮中正路８３號
3543031459,嘉恩耳鼻喉科診所,診所,08-8326828,屏東縣東港鎮中正路一段２７號
3843031188,明泰中醫診所,診所,08-8355366,屏東縣東港鎮中正路一段３４１號
3543031413,大愛診所,診所,08-8310216,屏東縣東港鎮中正路一段６６號
5943031324,嘉祐藥局,藥局,08-8310209,屏東縣東港鎮中正路一段６８號
3843031240,東港馬光中醫診所,診所,08-8330000,屏東縣東港鎮光復路１段２６８號
3743030063,蔡牙醫診所,診所,08-8352711,屏東縣東港鎮光復路２段５９號
3543031628,蔡仲凡診所,診所,08-.8351666,屏東縣東港鎮光復路２段７６號
3543031548,安欣診所,診所,08-8330810,屏東縣東港鎮光復路一段210號
3543031566,家欣診所,診所,08-8330810,屏東縣東港鎮光復路一段210號
5943030032,振康藥師藥局,藥局,08-8352520,屏東縣東港鎮光復路二段１０１號
3743031140,ＡＢＣ牙醫聯盟東港牙醫診所,診所,08-8338877,屏東縣東港鎮光復路二段７３號
3543030274,宋耳鼻喉科診所,診所,08-8353681,屏東縣東港鎮光復路二段８８號
3543030210,黃宗信內科診所,診所,08-8350660,屏東縣東港鎮東隆里東隆街４０－１號
5943031673,嘉蓮藥局,藥局,08-8350620,屏東縣東港鎮東隆街４０之２號
5943031664,建和藥局,藥局,08-8338133,屏東縣東港鎮東隆街４２－１號
5943030112,怡仁藥局,藥局,08-8322159,屏東縣東港鎮頂中里中正路１０７號
3843030029,福誌中醫診所,診所,08-8326305,屏東縣東港鎮頂中里中正路１４３號
