機構名稱,機構電話,機構地址
城中瑪麗安婦產科診所,23813500,臺北市萬華區成都路4號2樓、中華路一段158號(實際開業地址2樓)
萬澤內科診所,23397018,臺北市萬華區萬大路425之1號2、3、4樓
萬嘉耳鼻喉科診所,23010228,臺北市萬華區萬大路144號1樓
光耳鼻喉科診所,23077565,臺北市萬華區青年路90號
永康診所,23123455,臺北市萬華區桂林路47號1樓2樓及地下1樓
萬華恒安診所,02-23756600,臺北市萬華區西昌街177號
江眼科診所,223033826,臺北市萬華區萬大路４２０號
萬華劉小兒科診所,223813156,臺北市萬華區康定路158號
邱基豪婦產科診所,223026302,臺北市萬華區雙園街１號
濟世診所,223316869,臺北市萬華區西寧南路２７５號
天心診所,223059684,臺北市萬華區德昌街１０巷４號
鄭內兒科診所,223067992,臺北市萬華區艋舺大道430號
賴耳鼻喉科診所,223049026,臺北市萬華區西園路二段１９４－１號
鄭內科診所,223812324,臺北市萬華區昆明街９６巷２３號
樺昌耳鼻喉科診所,223091791,臺北市萬華區中華路二段５２４號
王眼科診所,0223140411、23315219,臺北市萬華區長沙街二段82號
賴內兒科診所,223070301,臺北市萬華區寶興街５５號
吳景志婦產科診所,02 23146654,臺北市萬華區康定路十八之三號二樓
益生婦產科診所,223031112,臺北市萬華區萬大路４０６－１號
東園黃內兒科診所,223072482,臺北市萬華區東園街７８號
天恩診所,23016712,臺北市萬華區萬大路433號
顏克文診所,223310413,臺北市萬華區貴陽街二段１０３號
龍安婦產科診所,223319618,臺北市萬華區桂林路１３３號
黃水根診所,223060569,臺北市萬華區廣州街１０４號之１
林進雄診所,223040998,臺北市萬華區桂林路102號1樓
博大泌尿科診所,223754108,臺北市萬華區康定路92號
鄭眼科診所,223081086,臺北市萬華區莒光路１２３號
群欣診所,223048125,臺北市萬華區萬大路１７６號
李小兒科診所,223317039,臺北市萬華區武昌街二段８２巷２弄９號
童錫鈺診所,223079851,臺北市萬華區萬大路４８６巷５９弄１７號
楊耳鼻喉科診所,223312886,臺北市萬華區桂林路１１７號
盧漢隆耳鼻喉科診所,223361363,臺北市萬華區環河南路二段１９７號
萬華蔡耳鼻喉科診所,223063897,臺北市萬華區昆明街３１２之１號
生安整形外科診所,223312668,臺北市萬華區漢中街１３３號２樓
賴德崑婦產科診所,223026884,臺北市萬華區莒光路１８７號
周耳鼻喉科診所,223367675,臺北市萬華區西園路一段１０９號
漢宗小兒科診所,23039022,臺北市萬華區中華路2段434號
廖元凱復健科診所,227553750,臺北市萬華區中華路二段１００號
視強眼科診所,223075344,臺北市萬華區中華路二段５９８號之４
聖約翰婦產科診所,223098502,臺北市萬華區東園街175號1樓、2樓
裕仁診所,223363229,臺北市萬華區萬大路117號2樓、西藏路292號2樓
大元婦產科診所,223088830,臺北市萬華區西園路二段１４０巷８號
許孟權小兒科診所,223393331,臺北市萬華區中華路二段376-1號
天行健診所,223019140,臺北市萬華區寶興街１２７號
中山婦產科診所,223080316,臺北市萬華區桂林路１１４號
生生整形外科診所,223319890,臺北市萬華區成都路96號2樓
京采整形外科診所,23713877,臺北市萬華區中華路一段170號3樓
維恩耳鼻喉科診所,23056936,臺北市萬華區萬大路446號
萬太診所,23326618,臺北市萬華區萬大路四三四號
台新園牙醫診所,23888581,臺北市萬華區中華路一段170號2樓之1
艋舺牙醫診所,223362638,臺北市萬華區和平西路三段226號
大久牙醫診所,23086211,臺北市萬華區和平西路三段一八 O號
晨星牙醫診所,02-23046052,臺北市萬華區青年路30巷6-3號1樓
水波牙醫診所,223060801,臺北市萬華區西園路一段２１４號之３，２Ｆ
高一牙醫診所,223080046,臺北市萬華區康定路２１３－１號
再欣牙醫診所,223317087,臺北市萬華區康定路１５２巷１－１號
文林牙醫診所,223084633,臺北市萬華區環河南路二段１８７號
孝忠牙醫診所,223618893,臺北市萬華區康定路１６０號４Ｆ
進安牙醫診所,223057668,臺北市萬華區東園街１１８號
杏光牙醫診所,223090217,臺北市萬華區萬大路１９６之１號
永亨牙醫診所,223025585,臺北市萬華區雙園街３１號
日新牙醫診所,223098448,臺北市萬華區東園街１３０號
南光牙醫診所,223065413,臺北市萬華區西園路一段１６０號２樓
弘旭牙醫診所,223028296,臺北市萬華區西園路二段１７０號
信恩牙醫診所,223081817,臺北市萬華區和平西路三段６４號
東園牙醫診所,223014559,臺北市萬華區萬大路４４３號２Ｆ
新格牙醫診所,02-23822171,臺北市萬華區貴陽街二段44號
張雪玲牙醫診所,223026163,臺北市萬華區雙園街２１巷２１號２Ｆ
潘再榮牙醫診所,223063868,臺北市萬華區西園路二段７１之１號
如春牙醫診所,223021069,臺北市萬華區環河南路二段１４１號
健生診所,23098525,臺北市萬華區東園街22號
李明儒耳鼻喉科診所,23038181,臺北市萬華區青年路10號
新東平診所,223039055,臺北市萬華區東園街１６２號
天祥診所,223066880,臺北市萬華區桂林路１４６號
省都診所,022331-0575    2331-4045,臺北市萬華區漢口街二段４１之３號
許士昌診所,223082881,臺北市萬華區艋舺大道168巷７號
陳國賢診所,223018007,臺北市萬華區萬大路２３6號1.2樓
嘉生診所,223064922,臺北市萬華區廣州街７２號
慧洋診所,223560020,臺北市萬華區莒光路１２５號
長泰耳鼻喉科診所,02 23076869,臺北市萬華區萬大路270號
陳嘉銘診所,223370009,臺北市萬華區武成街６３巷１２弄４９號
新和診所,23077007,臺北市萬華區萬大路284號
豪診所,23094892,臺北市萬華區萬大路二三四號
快樂兒童診所,23329623,臺北市萬華區寶興街121、125號
青年診所,23032450,臺北市萬華區中華路二段四二四號
翰明耳鼻喉科診所,23820238,臺北市萬華區漢中街一五二號
新田診所,23089515,臺北市萬華區梧州街62號
吳明修診所,23066466,臺北市萬華區中華路二段40.42號4樓
瑞生診所,02-23034436,臺北市萬華區西園路二段250號及254巷5號4樓
佳安診所,23320898,臺北市萬華區青年路34號
健怡診所,02-23115488,臺北市萬華區西門里成都路97號
好視多眼科診所,23392100,臺北市萬華區萬大路257號
隆安診所,23023458,臺北市萬華區桂林路89號
曾正彥診所,23088689,臺北市萬華區西藏路472號
幸福診所,23380456,臺北市萬華區康定路199號
旭光診所,02-23082028,臺北市萬華區梧州街68號
福安診所,23023210,臺北市萬華區環河南路2段166號(實際開業地址:一.二樓)
西北診所,23611085,臺北市萬華區桂林路119號
華新診所,9944214900,臺北市萬華區康定路71號
雙園診所,02-23048655,臺北市萬華區西藏路261之3號
君綺時尚診所,02-23883333,臺北市萬華區中華路一段90號10樓
和愛診所,23323678,臺北市萬華區萬大路304號5樓
長沙診所,23751150,臺北市萬華區長沙街二段139號
中華愛爾麗整形外科診所,02-23820999,臺北市萬華區中華路一段90號8樓
健安診所,23012255,臺北市萬華區萬大路432號
博群診所,23378891,臺北市萬華區青年路138號
光澤內科診所,23013556,臺北市萬華區萬大路355號
萬華衛康內科診所,23092807,臺北市萬華區中華路2段484巷14之2號
艋舺通安診所,23089862,臺北市萬華區環河南路2段242號、242之1號
龍田診所,23086967,臺北市萬華區環河南路二段68號
安興診所,23111636,臺北市萬華區桂林路101號(實際營業地址1、2樓)
松柏復健科診所,23049595,臺北市萬華區中華路2段426之1號
明昇復健科診所,23098897,臺北市萬華區青年路22號
程惠政中醫診所,23882368,臺北市萬華區中華路一段170號2樓
保生堂中醫診所,23062292,臺北市萬華區萬大路88號
泰和堂中醫診所,23066891,臺北市萬華區大理街160巷26弄4號
丞安堂中醫診所,23080495,臺北市萬華區西園路2段140巷73號
全心中醫診所,23375592,臺北市萬華區萬大路192、194號
王新于中醫診所,23392345,臺北市萬華區東園街46巷2號
天祥中醫診所,23380985,臺北市萬華區萬大路100號
蓮樺中醫診所,23063388,臺北市萬華區和平西路3段33號
一心堂中醫診所,23062318,臺北市萬華區廣州街206號
感恩中醫診所,23883001,臺北市萬華區康定路156號
大順中醫診所,23060069,臺北市萬華區康定路236號
瑞安堂中醫診所,02-23068159,臺北市萬華區康定路258號
常懿中醫診所,223078506,臺北市萬華區武成街９號
冬水中醫診所,223817992,臺北市萬華區貴陽街二段７８號
秋輝中醫診所,223061246,臺北市萬華區和平西路三段７３號
播生中醫診所,223039773,臺北市萬華區中華路二段４２２號
太元李中醫診所,223312695,臺北市萬華區長沙街二段１０５號
原億中醫診所,23037108,臺北市萬華區萬大路295號
張碧蓮中醫診所,223611639,臺北市萬華區內江街８0號
漢方中醫聯合診所,223075970,臺北市萬華區西園路二段２５４巷５號一樓至三樓
一品堂中醫診所,23010893,臺北市萬華區萬大路491號
守謙中醫診所,23379929,臺北市萬華區萬大路266號
群笙中醫診所,23361110,臺北市萬華區環河南路二段193號1樓
旭生中醫診所,23032023,臺北市萬華區萬大路五二六號
聯安中醫診所,2303686800,臺北市萬華區西園路二段243-4號
瑞泰中醫診所,2371-0088,臺北市萬華區康定路91號
欣揚牙醫診所,23369288,臺北市萬華區中華路二段142.144號
福華牙醫診所,23360939,臺北市萬華區環河南路2段209號、209號2樓、209號3樓
雲品牙醫診所,23322298,臺北市萬華區萬大路353號
正弘牙醫診所,23066588,臺北市萬華區西藏路480號
植美牙醫診所,23035554,臺北市萬華區西藏路125巷7號
仁康牙醫診所,23092592,臺北市萬華區寶興街142號
藍海牙醫診所,23092311,臺北市萬華區寶興街129號
典華牙醫診所,23073666,臺北市萬華區東園街39號、39號2樓
定遠牙醫診所,23319624,臺北市萬華區貴陽街二段234號
桂林牙醫診所,223020900,臺北市萬華區桂林路１２２之２號
世欣牙醫診所,223072764,臺北市萬華區東園街１３９號１Ｆ
正一牙醫診所,223061298,臺北市萬華區和平西路三段261號
蕭輝隆牙醫診所,223066833,臺北市萬華區西藏路２６２號
銀格牙醫診所,223075180,臺北市萬華區萬大路４８９號
邦安牙醫診所,223147890,臺北市萬華區康定路１３６號２Ｆ
周建堂牙醫診所,223076852,臺北市萬華區西園路二段３００號及地下1層
敦祥牙醫診所,223028345,臺北市萬華區桂林路２號２樓
南和牙醫診所,223033150,臺北市萬華區東園街２００號
明誌牙醫診所,223116854,臺北市萬華區昆明街２３０號２樓
佳新牙醫診所,223019039,臺北市萬華區青年路３２之２號
林民健牙醫診所,223032628,臺北市萬華區中華路二段５３２號
青年牙醫診所,223075896,臺北市萬華區青年路３２號
天一牙醫診所,223120802,臺北市萬華區西寧南路９１號二樓
仁真牙醫診所,223014215,臺北市萬華區國興路１２號
孝德牙醫診所,223716482,臺北市萬華區貴陽街二段１４８號
富康牙醫診所,223038754,臺北市萬華區萬大路３１６號
張建昌牙醫診所,223321597,臺北市萬華區寶興街１９８號
國民牙醫診所,223324060,臺北市萬華區寶興街１８２號
寶健牙醫診所,223321345,臺北市萬華區國興路82號
惠德牙醫診所,02 23376347,臺北市萬華區萬大路４８６巷５號
宏德牙醫診所,223086699,臺北市萬華區中華路二段六十六號一樓  大埔街三十四號一樓
三福牙醫診所,223062239,臺北市萬華區萬大路６９號
同仁牙醫診所,223810220,臺北市萬華區長沙街二段４5號2樓
鑫慧牙醫診所,223082164,臺北市萬華區和平西路三段302巷2號一樓
保誠牙醫診所,23390601,臺北市萬華區西藏路191號
白牙醫診所,23313403,臺北市萬華區西寧南路162號
信華牙醫診所,23811054,臺北市萬華區內江街78號
信元牙醫診所,23895689,臺北市萬華區昆明街175號
星馳中醫診所,27675236,臺北市信義區永吉路229號
