,54e0cc8e-6f30-43c2-aa6d-333ad38a10d1
"LUSOFARMACO S.R.L.(LUSOCHIMICA S.P.A.)VIA GIOTTO 1,23871 LOMAGNA (LECCO)-ITALY.LOMAGNA (LC)-VIA GIOTTO,NO.1,ITALY",54eed493-9250-4d28-8094-5091d38a10d1
"LUSOMEDICAMENTA SOCIEDADE TECNICA FARMACEUTICA, S.A.ESTRADA CONSIGLIERI PEDROSO, 69 B, QUELUZ DE BAIXO 2730-055 BARACRENA, PORTUGAL",54eed497-7e94-4a60-9c92-5091d38a10d1
"LUYTIES PHARMACEL CO.4200 LACLEDE AVENUE, ST. LOUIS MISSOURI, 63108",54eed489-a104-4996-af0a-5091d38a10d1
"LYPHO-MED, INC.CHICAGO IL 60651",54eed496-941c-4a6b-b4fb-5091d38a10d1
"LYPHOMED, DIVISION OF FUJISAWA U.S.A. INC.2020 RUBY STREET, MELROSE PARK, ILLINOIS 60160",54eed497-a660-4fd3-b423-5091d38a10d1
"LYSOZYME MANUFACTURING COMPANY B.V.ENERGIEWEG 9, 8071 DA, NUNSPEET, THE NETHERLANDS",54eed49a-2f88-427d-9566-5091d38a10d1
"LYSSIA GMBH CHEM PHARM LABORATORIESHOLSTEINSTR 17 6200 WIESBADEN",54eed493-4b54-4428-9efc-5091d38a10d1
"M & H MANUFACTURING CO., LTD.NO. 41 SUKHUMVIT ROAD KM 23, MUANG DISTRICT, SAMUTPRAKARN, THAILAND.",54eed494-ceb0-4ca9-85f9-5091d38a10d1
"M/S ALCON BIOSCIENCES PRIVATE LIMITEDA-1/2104 PHASE III G.I.D.C. VAPI-396195 GUJARAT INDIA",54eed499-6588-4f44-bb35-5091d38a10d1
"M/S ALCON PHARMACEUTICALS PVT. LTD.A-1/2104 PHASE III G.I.D.C. VAPI-396195 GUJARAT INDIA",54eed49a-3040-426a-8df2-5091d38a10d1
"M/S CIPLA LTD.L-139 TO L-146, VERNA INDUSTRIAL ESTATE, VERNA, SALCETTE, GOA, INDIA",54eed49a-e33c-46ee-a90a-5091d38a10d1
"MACANDREWS & FORBES LTD. MAF. CO.PEMBROKS HOUSE, 44 WELLESLEY RD. CROYDON CR9 3QE LONDON",54eed493-c784-4d8e-bb14-5091d38a10d1
"MACARTHYS SURGICAL LTD.SELINAS LANE, DAGENHAM, RM8 1QD",54eed495-8b54-4c03-b4ee-5091d38a10d1
"MACCO ORGANIQUES, S.R.O.ZAHRADNI 46, CZ-792 01 BRUNTAL, CZECH REPUBLIC",54eed492-4784-4571-9867-5091d38a10d1
"MACFARLAN SMITH LTDWHEATFIELD ROAD, EDINBURGH EH11 2QA, SCOTLAND, UNITED KINGDOM",54eed489-0278-4803-9a6f-5091d38a10d1
"MACORS LABORATORIESRUE DES CAILLOTTES Z.I. LA PLAINE DES ISLES 89000 AUXERRE FRANCE",54eed499-1218-4e06-b409-5091d38a10d1
"MADAUS AG.OSTMERHEIMER STR. 198,51109 COLOGNE",54eed492-69ac-40b7-91e9-5091d38a10d1
"MADAUS GMBHLUTTICHER, STRABE 5 53842 TROISDORF, GERMANY",54eed499-3e78-469c-8c36-5091d38a10d1
"MADE BY GENENTECH INC. MADE FOR F. HOFFMANN-LA ROCHE LTD.1 DNA WAY SOUTH SAN FRANCISCO U.S.A.",54eed48a-59f8-4dac-8352-5091d38a10d1
"MADE FOR F. HOFFMANN-LA ROCHE LTD, BASEL, SWITZERLAND BY Kremers Urban Pharmaceuticals Inc.1101 ""C"" AVENUE WEST, SEYMOUR, IN 47274, USA.",54eed499-1204-46e3-8dc3-5091d38a10d1
"MADE FOR F. HOFFMANN-LA ROCHE LTD, BASEL, SWITZERLAND BY ROCHE DIAGNOSTICS GMBH, MANNHEIM, GERMANYROCHE DIAGNOSTICS GMBH, SANDHOFER STRASSE 116, D-68305 MANNHEIM, GERMANY",54eed48b-e9d4-4fab-92a3-5091d38a10d1
"MADE FOR F. HOFFMANN-LA ROCHE LTD. BY R.P. SCHERER GMBH & CO. KGGAMMELSBACHER STRASSE 2,69412 EBERBACH,BADEN,GERMANY",54eed499-b9f4-45c0-84c9-5091d38a10d1
"MADE FOR F. HOFFMANN-LA ROCHE LTD.BY R.P. SCHERER GMBH & CO.KGD-69421 EBERBACH/BADEN, FEDERAL REPUBLIC OF GERMANY",54eed496-6638-4da4-be76-5091d38a10d1
"MADE FOR F.HOFFMANN-LA ROCHE LTD.BY R.P.SCHRER GMBH & CO.KGD-69421 EBERBACH/BADEN, FEDERAL REPUBLIC OF GERMANY",54eed496-86dc-4be9-8c26-5091d38a10d1
"MADE UNDERLICENCE FROM F. HOFFMANN-LA ROCHE LTD. BY ROCHE PRODUCT LTD.40 BROADNATER ROAD WELWYN GARDEN CITY HERTFORDSHIRE UK AL7 3AY",54eed49a-c6d4-4d3f-ab2b-5091d38a10d1
"MAFCO WORLDWIDE CORPORATION3RD ST. & JEFFERSON AVENUE CAMDEN, NEW JERSEY 08104.",54eed495-9fd0-4d83-b285-5091d38a10d1
"MAGGIONI FARMACEUTICI SPA.VIA GIUSEPPE COLOMBO, 40 20133 MILANO ITALY",54eed48b-5150-40a8-9366-5091d38a10d1
"MAGO KG4690, HERNE MANUTEUFFEISTRABE 7.",54eed493-d0d8-4732-8b9e-5091d38a10d1
"MAHENDRA CHEMICALSB-1, 217 & 218/2, G.I.D.C. ESTATE, NARODA, AHMEDABAD-382330, INDIA",54eed48a-f428-4f59-9df6-5091d38a10d1
"MAKARA GMBH PHARMA. FACTORYPOSTFACH 340265 4000 DIISSELDORF 31 W.G.",54eed495-b0fc-4eae-9172-5091d38a10d1
"MALESCI S.A.S. ISTITUTO FARMACOBIOLOGICALVIA PORPORA 22/24 FLORENCE",54eed48a-1808-4c1c-9477-5091d38a10d1
"MALESCI-ISTITUTO FARMACOBIOLOGICO S.P.A.50144 FIRENZE, VIA NICOLA PORPARAN 22/24",54eed494-ffb0-4623-a3e2-5091d38a10d1
"MALLADI DRUGS & PHARMACEUTICALS LIMITEDPLOT NO. 7B & 7C, SIPCOT INDUSTRIAL COMPLEX, RANIPET. VELLORE DIST, TAMIL NADU PIN-632 403 INDIA",54eed493-8360-4ed9-90e5-5091d38a10d1
"MALLADI DRUGS AND PHARMACEUTICALS LTD.NO.:49,50,55,56 IDA, GAJULAMANDYAM, ATTUR (P.O) RENIGUNTA-517 520 CHITTOOR, ANDHRA PRADESH STATE, INDIA",54eed498-2974-4a7e-a336-5091d38a10d1
"Mallinckrodt Canada ULC7500 TRANS CANADA HIGHWAY, POINTE-CLAIRE,QUEBEC, CANADA H9R 5H8",54eed498-6914-4272-83b5-5091d38a10d1
"MALLINCKRODT CANADA, INC.",54eed493-d644-4aab-bd44-5091d38a10d1
"MALLINCKRODT CANADA,INC.7500 TRANS CANADA, HOGHWAY POINTE CLAIRE, QUEBEC H9R 5H8",54eed497-365c-4965-b3f9-5091d38a10d1
"MALLINCKRODT CHEMICAL WORKSST. LOUIS MISSOURI 63147",54eed492-af88-4ff6-9379-5091d38a10d1
"MALLINCKRODT INC.3600 NORTH 2ND STREET ST. LOUIS, MO 63147",54eed48b-72a4-49cd-9d50-5091d38a10d1
"MALLINCKRODT SCIENCE PRODUCTS",54eed495-81d0-418d-91ae-5091d38a10d1
"MALLINCKRODT, INC.3600 NORTH 2ND STREET, ST. LOUIS, MISSOURI 63147, U.S.A.",54eed499-5c04-4ccf-b22c-5091d38a10d1
"MALVIYA CHEMICALS & PHARMACEUTICALS PVT. LTD.PLOT NO.34-A/2 SITE IV SAHIBABAD-201.010 DIST GHAZIABAD (U.P.) INDIA",54eed499-b1e0-4051-94d8-5091d38a10d1
"MANSATHER S.A.C/MAR ADRIATICO, 4-MEDIA LIGUA-30565 TORRES DE COTILLAS MURCIA, SPAIN",54eed498-07c0-4a52-8135-5091d38a10d1
"MANUFACTURE BY R.P. SCHERER GMBH FOR SERVIPHARM AG(P)GAMMELSBACHERSTRASSE 2 D-69412 EBERBACH BADEN, GERMANY.  (O)STEINENGRABEN 21 CH-4002 BASEL",54eed48a-462c-45e1-9bb1-5091d38a10d1
"MANUFACTURE BY WULFING PHARMA GMBH FOR SMITHKLINE BEECHAM PHARMA GMBHHILDEBRANDSTRABE 12 D-3400 GOTTINGEN",54eed48a-5df0-4e7e-9fcf-5091d38a10d1
"MANUFACTURED BY ABBOTT LABORATORIES INC FOR GENETICS INSTITUTE1776 NORTH CENTENIAL DRIVE MCPHERSON KANSAS 67460-1247 U.S.A.",54eed498-9e2c-490d-b9fe-5091d38a10d1
"MANUFACTURED BY ARTHUR H. COX & CO.LTD. FOR DELANDALE LAB. LTD.WHIDDON VALLEY BARNSTAPLE DEVON, EX32 8NS",54eed493-d908-40a5-b9e6-5091d38a10d1
"MANUFACTURED BY BANNER PHARMACAPS (CANADA) LTD.6005 47TH AVENUE, OLDS, ALBERTA, CANADA T4H 1S7",54eed49a-d538-4292-a64c-5091d38a10d1
"MANUFACTURED BY BRISTOL-MYERS SQUIBB HOLDINGS PHARMA LTD. FOR SERONO LABORATORIES INC.MANATI PR00674.",54eed48a-7ac8-4029-a4e4-5091d38a10d1
"MANUFACTURED BY Corden Pharma S.P.A. FOR ASTRAZENECA UK LIMITEDVIALE DELL INDUSTRIA 3 20040 CAPONAGO, (MILAN) ITALY",54eed498-52d4-43b2-9edf-5091d38a10d1
"MANUFACTURED BY ELKINS-SINN, INC. FOR A.H. ROBINS COMPANY2 ESTERBROOK LANE, CHERRY HILL. NEW JERSEY, 08003-4009",54eed498-f138-4d6d-836a-5091d38a10d1
"MANUFACTURED BY HOFFMANN-LA ROCHE INC. FOR F. HOFFMANN-LA ROCHE LTD.NUTLEY, NEW JERSEY U.S.A.",54eed48b-e9f0-4a73-bf35-5091d38a10d1
"MANUFACTURED BY ORION CORPORATION FOR NOVARTIS PHARMA.AG BASLE SWITZERLANDORIONINTIE 1 FIN-02200 ESPOO FINLAND",54eed498-53b8-4097-bf7c-5091d38a10d1
"MANUFACTURED BY PIERREL FARMACEUTICAL S.P.A. FOR FOURNIER PIERREL FARMA S.P.A.CAPUA STRADA STATALE APPIA ITALY",54eed494-5250-4dab-ae6e-5091d38a10d1
"MANUFACTURED BY R.P. SCHERER GMBH FOR TEVA PHARMACEUTICAL INDUSTRIES LTD.SCIENCE BASED INDUSTRIES CAMPUS HAR HOTZVIM JERUSALEM 910105 BASEL STREET PETAH TIGVA 49131",54eed499-f2a4-43a1-95c8-5091d38a10d1
"MANUFACTURED BY R.P.SCHERER FOR NOVARTIS PHARMA AGGAMMELSBACHER STR 2,D-69412 EBERBACH/BADEN,GERMANY FOR CH-4002 BASEL,SWITZERLAND.",54eed489-aff8-41c9-8d92-5091d38a10d1
"MANUFACTURED BY SANTEN OY. FOR BAYER SCHERING PHARMA OY.SANTEN OY NIITTYHAANKATU 20,33720 TAMPERE FINLANDLEIRAS OY PANSIONTIE 47,20210 TURKU FINLAND",54eed496-500c-4f9c-ae73-5091d38a10d1
"MANUFACTURED BY SMITHKLINE BEECHAM CORPORATION1011 ARENDELL AVENUE, ZEBULON, NC27597 USA",54eed499-2ab0-4362-a3d1-5091d38a10d1
"MANUFACTURED BY WULFING PHARMA GMBH FOR CURATIS PHARMA GMBHBETHELNER LANDSTR. 18, D-31028 GRONAU, GERMANY.",54eed499-d648-4cb9-b2e4-5091d38a10d1
"MANUFACTURED BY; E.R. SQUIBB & SONS INC.ROUTE 1 & COLLEGE FARM RD., NEW BRUNSWICK NEW JERSEY 08903",54eed498-e560-475b-844f-5091d38a10d1
"MANUFACTURED BY; STERLING PRODUCTS INTERNATIONAL, INCORPORATED.MANDALUYONG, METRO MANILA, PHILIPPINES FOR WINTHROP PRODUCT INC. NEW YORK, N.Y.",54eed495-2a68-4db6-9596-5091d38a10d1
"MANUFACTURED BY: CHRISTIAN HANSEN A/S FOR ALPHARMA ASOTTILIAVEJ 7 DK-2500 VALBY DENMARK",54eed499-bfa8-4f32-a8bd-5091d38a10d1
"MANUFACTURED BY: INTERPHIL LABORATORIES, INC. FOR JANSSEN PHARMACEUTICA N.V.KM21 SOUTH SUPERHIGHWAY SUCAT MUNTINLUPA CITY PHILIPPINESTURNHOUTSEWEG 30 B-2340 BEERSE BELGIUM",54eed495-b1e4-40dd-b025-5091d38a10d1
"MANUFACTURED BY: SCHERING GMBH UND CO PRODUKTIONS KG FOR JENAPHARM GMBH&CO. KGDOBEREINER STR. 20 D-99427 WEIMAR GERMANY",54eed497-5ce0-41d7-b0c7-5091d38a10d1
"MANUFACTURED BY: STERIS LABORATORIES, INC.620 NORTH 51ST AVENUE PHOENIX ARIZONA 85043 U.S.A.",54eed499-d234-4d3c-afe2-5091d38a10d1
"MANUFACTURED BY:INTERPHIL LABORATORIES INC. FOR JANSSEN PHARMACEUTICA N.V.CANLUBANG INDUSTRIAL ESTATE BO. PITTLAND CABUYAO LAGUNA PHILIPPINES",54eed498-9a80-4f69-a7f9-5091d38a10d1
"MANUFACTURED BY:IPSEN PHARMA BIOTECH FOR:BEAUFOUR IPSEN PHARMAPARC D'ACTIVIT'S DU PLATEAU DE SIGNES-CHEMIN D'EPARTMENTAL N'402-83870 SIGNES-FRANCE FOR 24 RUE ERLANGER 75781 PARIS CEDEX 16 FRANCE",54eed498-3a10-4fe7-8d68-5091d38a10d1
"MANUFACTURED BY:PARKE DAVIS & CO. LTD. FOR ZENECA LIMITEDPONTYPOOL, GWENTALDERLEY PARK, MACCLESFIELD, CHESHIRE, SK10 4TG, U.K.",54eed496-2f60-48a9-8f5a-5091d38a10d1
"MANUFACTURED BY:ROTTENDORF PHARMA GMBH FOR BAYER SCHERING PHARMA OYOSTENFELDER STRASSE 51-61, D-59320 ENNIGERLOH, GERMANY",54eed49a-3c20-4a26-89d8-5091d38a10d1
"MANUFACTURED BY:WYETH-AYERST LEDERLE FOR BAUSCH & LOMB PHARMACEUTICALS INC.USAPEARL RIVER NEW YORK U.S.A.",54eed498-3168-4d0d-ae10-5091d38a10d1
"MANUFACTURER BY:PARKE-DAVIS PTY LTD FOR WARNER LAMBERT CONSUMER HEALTHCARE PTY32 CAWARRA ROAD CARINGBAH NEW SOUTH WALES 2229 AUSTRALIA",54eed499-17d4-47de-9918-5091d38a10d1
"MANUFACTURER:R.P. SCHERER LTD.FRANKLAND ROAD, BLAGROVE, SWINDOW, WILTSHIRE SN5 3RS U.K.",54eed498-0984-4c1c-a065-5091d38a10d1
"MAPRIMED S.A.AVENUE GRAL. E. GARZON 5928, BUENOS AIRES-ARGENTINAJOSE E. RODO 6424, BUENOS AIRES, ARGENTINA",54eed498-c52c-4dc4-87f6-5091d38a10d1
"MARCO ANTONETTO S.A.S.VIA ARSENALE 29-31 10121 TORINO",54eed494-5e30-4752-976a-5091d38a10d1
"MARCO VITIMILAN",54eed493-7324-4d74-9b4c-5091d38a10d1
"MARCOPHARMA LABORATORIES LTD.1-3, MOLESTIEN, DK-2450 COPENHAGEN SV",54eed494-197c-4633-9a58-5091d38a10d1
"MARCUS RESEARCH LAB. INC.1820 DELMAR BONLEVARD ST. LOUIS MISSOURI, 63103",54eed495-0e8c-408b-9f11-5091d38a10d1
"MARION MERRELL BOURGOIN S.A.BOULEVARD DE CHAMPAREY 38317 BOURGOIN JALLIERS CEDEX FRANCE1, TERRASSE BELLINI 92800, PUTEAUX, FRANCE",54eed497-2678-4564-a159-5091d38a10d1
"MARION MERRELL DOW INC.10236 BUNKER RIDGE ROAD, KANSAS CITY, MISSOURI",54eed495-c250-444d-9085-5091d38a10d1
"MARION MERRELL DOW S.A.2110 EAST GALBRAITH ROAD CINCINNATI OHIO 45215",54eed496-4f20-4bcf-8022-5091d38a10d1
"MARLYN CO., INC.18261 ENTERPRISE LANE ,BLDG A HUNTINGTA BEACH.CA 92648",54eed495-ebcc-48b4-84cf-5091d38a10d1
"MARLYN NUTRACEUTICALS INC. (DBA NATURALLY VITAMINS)4404E ELWOOD STREET PHONEIX, ARIZONA 85040 U.S.A.",54eed499-5ce0-4a20-9bd7-5091d38a10d1
"MARLYN NUTRACEUTICALS INC. (DBA NATURDLY VITAMINS)4404E ELWOOD STREET PHONEIX, ARIZONA 85040 U.S.A.",54eed497-13d4-4750-a316-5091d38a10d1
"MAROPACK AGCH-6144 ZELL/LUCERNE, SWITZERLAND",54eed49a-eb6c-408f-b96a-5091d38a10d1
"MARSING & CO. LTD.6 SJAELLANDSBROEN DK-2450 COPENHAGEN SV DENMARK",54eed48a-d1e4-419b-ab64-5091d38a10d1
"MARSING & CO. LTD. A/S6 SJAELLANDSBROEN DK-2450 COPENHAGEN SV.",54eed497-4b28-4ff5-986a-5091d38a10d1
"MARSING & CO., LTD. A/S6 SJAELLANDSBROEN DK-2450 COPENHAGEN SV.",54eed496-c628-4620-8b38-5091d38a10d1
"MARUISHI PHARMACEUTICAL CO. LTD.3-5 2-CHOME FUSHIMI-MACHI, CHUO-KU, OSAKA, JAPAN",54eed48a-1314-4b8d-9e98-5091d38a10d1
"MARUISHI PHARMACEUTICAL CO., LTD.2-41 2-CHOME IMAZUNAKA TSURUMI-KU OSAKA JAPAN",54eed496-9c98-485c-b34c-5091d38a10d1
"MARUKO PHARMACEUTICAL CO. LTD.5-17 KODAMA 1-CHOME NISHI-KU NAGOYA",54eed489-2384-4b12-934b-5091d38a10d1
"MARUSAN PHARMACEUTICAL CO., LTD.5-17, MODAMA 1-CHOME NISHIKU, NAGOYA, 451, JAPAN",54eed498-4c5c-4ba6-9b7d-5091d38a10d1
"MARUZEN CHEMICALS CO. LTD.21,2-CHOME DOSHO-MACHI, HIGASHI-KU, OSAKA,",54eed497-6824-450b-bd5b-5091d38a10d1
"MARUZEN PHARMACEUTICALS CO.,LTD.14703-10 MUKAIHIGASHI-CHO ONOMICHI-SHI HIROSHIMA-KEN",54eed492-68a0-491d-9eae-5091d38a10d1
"MARUZEN SEIYAKU KK. ONOMICHI FACTORY1-1 YOSHIWA, NISHI MOTOMACHI, ONOMICHI, HIROSHIMA PREF., JAPAN",54eed49a-86ac-43ad-a217-5091d38a10d1
"MATEUDA CHEMICAL LTD.318, NAKASUKA, HOJO-EHIME",54eed494-8128-4d11-9aa6-5091d38a10d1
"MATRIX LABORATORIES LIMITEDUNIT-7, PLOT NO.14 99 & 100, IDA PASHAMYLARAM PHASE-II, PATANCHERU, MEDAK DISTRICT, ANDHRA PRADESH, INDIA",54eed498-4380-444c-a15a-5091d38a10d1
"MATSUDA CHEMICAL INDUSTRIES LTD.318 NAKASUGA HOJO CITY EHIME PREFECTURE JAPAN",54eed498-78b0-4610-825c-5091d38a10d1
"MATSUMOTO PHARM IND. CO. LTD.160, OHARAICHIBA, KOKA, SHIGA-KEN",54eed494-b5a8-4c4a-92d2-5091d38a10d1
"MAUERMANN-ARZNEIMITTEL82343 POCKING STARNBERGER SEE GERMANY",54eed495-8464-4563-97a9-5091d38a10d1
"MAURRY BIOLOGICAL CO. INC.6109 SOUTH WESTERN AVENUE LOS ANGELES CALIF. 90047",54eed495-159c-4684-8c65-5091d38a10d1
"MAX ZELLER SOHNE AGSEEBLICKSTRASSE 4, 8590 ROMANSHORN, SWITZERLAND",54eed489-1218-4caf-9a1f-5091d38a10d1
"MAY & BAKER CO,. LTD.DAGEHAM,ESSEX RM10 7XS,ENGLAND",54eed493-8694-4dcd-a535-5091d38a10d1
"MAY & BAKER LIMITEDRAINHAM ROAD SOUTH, DAGENHAM, ESSEX, RM10 7XS, U.K.",54eed496-c8ac-4fa3-8aa9-5091d38a10d1
"MAY & BAKER LTD. FOR RHONE-POULENC RORER LTD.DAGENHAM ESSEX RM 10 7XSRPR HOUSE, 52 ST LEONARDS ROAD, EASTBOURNE, EAST SUSSEX BN21 3YG,ENGLAND",54eed497-fbf4-42ee-9df4-5091d38a10d1
"MAYNE PHARMA (PR) INC.1071 PARALLEL ROAD AGUADILLA PUERTO RICO 00604, USA",54eed498-5274-469b-966f-5091d38a10d1
"MAYNE PHARMA INC.1071 PARALLEL ROAD AGUADILLA PUERTO RICO",54eed498-a058-4490-86af-5091d38a10d1
"MAYNE PHARMA INTERNATIONAL PTY LTD.1538 MAIN NORTH ROAD, SALISBURY SOUTH AUSTRALIA, 5106,AUSTRALIA",54eed497-f69c-4289-8223-5091d38a10d1
"MAYNE PHARMA LIMITED1 LEXIA PLACE, MULGRAVE, VICTORIA 3170, AUSTRALIA",54eed498-b82c-4d49-97b9-5091d38a10d1
"MAYNE PHARMA PTY LTD1 LEXIA PLACE, MULGRAVE VICTORIA 3170, AUSTRALIA",54eed499-7f58-445f-b906-5091d38a10d1
"MCGHAN MEDICAL CORPORATION48490 MILMONT DRIVE FREMONT, CALIFRONIA 94538",54eed496-7ab0-475b-9df8-5091d38a10d1
"MCNEIL ABNORRBROPLATSEN 2, SE-251 09 HELSINGBORG, SWEDEN",54eed48a-baf8-49bb-9f83-5091d38a10d1
"MCNEIL CONSUMER SPECIALTY & PHARMACEUTICALSSTATE ROAD 183 KM. 19.8 BO. MONOTONES LAS PIEDRAS, PUERTO RICO 00771",54eed491-29d4-492e-8ce9-5091d38a10d1
"MCNEIL LAB. INC. (MCNEIL PHARMACEUTICAL SPRINGHOUSE)500 OFFICE CENTER DRIVE FORT WASHINGTON PENNSYLVANIA 19034",54eed493-72c4-4a26-9820-5091d38a10d1
"MD. PHARMACEUTICAL INC.3501 WEST GARRY AVENUE SANTA ANA, CALIFORNIA 92704, USA",54eed495-d350-41ca-b379-5091d38a10d1
"MEAD JOHNSON CANADA DIV. OF BRISTOL-MYERS (CANADA) LTD.100 INDUSTRIAL BLVD., CANDIAC QUEBEC. J5R. 1J1",54eed494-ff3c-4917-91cd-5091d38a10d1
"MEAD JOHNSON NUTRITIONALS2400 WEST LLOYD EXPRESSWAY,EVANSVILLE,INDIANA,U.S.A.",54eed497-6090-48a6-90f3-5091d38a10d1
"MECT CORPORATION2-1-1 NISHISHINJUKU SHINJUKU-KU TOKYO",54eed497-fd6c-476e-89eb-5091d38a10d1
"MEDA ManufacturingAvenue JF Kennedy 33700 Merignac, France",54eed498-0218-4a2d-b9e8-5091d38a10d1
"MEDA MANUFACTURING GMBHNEURATHER RING 1 D-51063 COLOGNE GERMANY",54eed499-7a44-49d9-ad2f-5091d38a10d1
"MEDA PHARMA GMBH & CO. KGBENZSTRASSE 1, BAD HOMBURG, D-61352, GERMANY",54eed496-6e90-4d2f-b135-5091d38a10d1
"MEDAC GESELLSCHAFT FUER KLINISCHE SPEZIALPRARATE MBHTHEATERSTRASSE 6, 22880 WEDEL, GERMANY",54eed49a-c23c-45f8-9e29-5091d38a10d1
"MEDCHEM PRODUCTS, INC.236 WEST CUMMINGS PARK WOBURR MASSACHUSETTS 01801",54eed496-6f08-49ff-8e20-5091d38a10d1
"MEDHEL HELLAS S.A. PHARMACEUTICAL INDUSTRY14 EPIDAUROU ST. (HALANDRI) ATHENS",54eed493-8178-492e-a196-5091d38a10d1
"MEDIAL DE TOLEDO & CIE15, PASSAGE MALBUISSON GENEVE",54eed489-6948-4412-8ff8-5091d38a10d1
"MEDICAL DEPT. SEARLE LAB. DIV. OF SEARL AUSTRALIA PTY LTD",54eed495-8ee4-4c02-9370-5091d38a10d1
"MEDICE CHEM PHARM FABRIK PHTTER GMBH & CO., KG.KUHLOWEG 37-39 5860 ISERLOHN",54eed496-a198-478e-bdd1-5091d38a10d1
"MEDICHEM S.A.POLIGONO INDUSTRIAL CELRA, GERONA ,SPAIN",54eed494-7ac8-472b-904a-5091d38a10d1
"MEDICHEMIE A.G.BASEL",54eed48a-2e4c-424f-af17-5091d38a10d1
"MEDIGENE AGLOCHHAMER STRASSE 11, 82152 PLANEGG/MARTINSTRIED GERMANY",54eed499-4150-4f55-af02-5091d38a10d1
"MEDIGRAPH PHARMACEUTICALS PVT. LTD.PLOT NO. J-46/J-57, M.I.D.C. TALOJA, DIST. RAIGAD, MAHARASHTRA, INDIA",54eed489-decc-4df4-8283-5091d38a10d1
"MEDIMMUNE PHARMA B.V.LAGELANDSEWEG 78 6545 CG NIJMEGEN THE NETHERLANDS",54eed498-a41c-4327-bfc4-5091d38a10d1
"MEDINET S.P.A.VIA LONDOMIO 12 MILANE",54eed496-7ff8-48bf-a2bf-5091d38a10d1
"MEDINOVA AGEGGBUHLSTRASSE 14, 8050 ZURICH, SWITZERLAND",54eed499-c3c4-49f5-ab8f-5091d38a10d1
"MEDINOVA LTD.P.O. BOX 279 EGGBUEHLSTRASSE 14 CH-8052 ZURICH",54eed494-e90c-4e09-b744-5091d38a10d1
"MEDIOLANUM FARMACEUTICI S.R.L.VIAS GLUSEPPE COTTOLENGO 31. 20143 MILANO.",54eed495-8958-4f58-8448-5091d38a10d1
"MEDIPOLAR OY/FARMES GROUP.TURKU",54eed496-3ddc-4e60-8ea3-5091d38a10d1
"MEDIX S.P.A.MILANO",54eed492-d960-4b9d-aa2a-5091d38a10d1
"Medochemie LTD Central Factory1-10 Constantinoupoleos Street, 3011 Limassol Cyprus",54eed496-40e8-45a0-9638-5091d38a10d1
"MEDOCHEMIE LTD.1-10 CONSTANTINOUPOLEOS STREET, 3011 LIMASSOL, CYPRUS",54eed48b-702c-495a-ac2f-5091d38a10d1
"MEDOCHEMIE LTD. (FACTORY B)48 IAPETOU STREET, AGIOS ATHANASSIOS, INDUSTRIAL AREA, 4101 AGIOS ATHANASSIOS, LIMASSOL, CYPRUS",54eed48a-82d8-410c-90de-5091d38a10d1
"MEDOCHEMIE LTD. CENTRAL FACTORY1-10, CONSTANTINOUPOLEOS STREET, 3011 LIMASSOL, CYPRUS.",54eed497-db54-48ac-b126-5091d38a10d1
"MEDOCHEMIE LTD. FACTORY AZ2 MICHAEL ERAKLEOUS STREET, AGIOS ATHANASSIOS INDUSTRIAL AREA, 4101 AGIOS ATHANASSIOS, LIMASSOL, CYPRUS",54eed496-e068-488b-a28f-5091d38a10d1
"MEGAFINE PHARMA (P) LTD.31-35, 48-51/201, VILLAGE LAKHMAPUR, TALUKA DINDORI, DISTRICT NASHIK - 422 202, INDIA",54eed499-cee8-4780-8295-5091d38a10d1
"MEGANE KANYU CO. LTD.15,2-CHOME, SAGISU-MINEMI FUKUSHIMA-KU, OSAKA",54eed48a-d930-491e-9d39-5091d38a10d1
"MEGURO INSTITUTE7-29, MASUMI-CHO, IKEDA-SHI OSAKA",54eed48a-b260-44e8-990b-5091d38a10d1
"MEHTA PHARM PRIVATE LTD.G.T. ROAD  CHHEHARTA AMRITSAR 143105.",54eed495-38f0-4f8b-8cde-5091d38a10d1
"MEIJI PHARMACEUTICAL CO. LTD.518 NAKAGAWARA, NAMERIKAWA, TOYAMA.",54eed48a-f36c-4aa8-ba1a-5091d38a10d1
"MEIJI SEIKA KAISHA LTD.4-16 KYOBASHI, 2-CHOME CHUO-KU, TOKYO",54eed495-5e90-4b0f-8f53-5091d38a10d1
"MEIJI SEIKA KAISHA LTD. (ODAWARA PLANT)ODAWARA PLANT  1056, AZA-KAMIKAWARA, KAMONOMIYA, ODAWARA-SHI, KANAGAWA, JAPAN.4-16,2-CHOME,KYOBASHI,CHUO-KU,TOKYO,JAPAN",54eed48a-5c18-4b23-81b6-5091d38a10d1
"MEIJI SEIKA, KAISHA LTD. (YODOGAWA FACTORY)2-6-10 TAKESHIMA, NISHIYODOGAWA-KU, OSAKA",54eed493-1e98-44db-9df8-5091d38a10d1
"MEIJI YAKUHIN CO. LTD.6 SANGO TOYAMACITY,",54eed48a-66d0-4c1a-9acc-5091d38a10d1
"MEITO SANGYO CO. LTD.NO.41, 2-CHOME SASATSUKACHO NISHIKU NAGOYA",54eed492-f378-4398-9ffe-5091d38a10d1
"MENADIONA, S.A.POLIGONO MANSO ROQUET S/N 08389 PALAFOLLS, SPAIN",54eed498-c528-4753-b5f0-5091d38a10d1
